# Program:featureCounts v2.0.8; Command:"featureCounts" "dedup/star/Int-01_S42_L005.bam" "dedup/star/Int-02_S43_L005.bam" "dedup/star/Int-03_S44_L005.bam" "dedup/star/Int-04_S45_L005.bam" "dedup/star/Liv-01_S38_L005.bam" "dedup/star/Liv-02_S39_L005.bam" "dedup/star/Liv-03_S40_L005.bam" "dedup/star/Liv-04_S41_L005.bam" "-a" "genome/annotations.gtf" "-o" "counts/star/counts.tsv" "-T" "32" "-p" "--countReadPairs" "-C" "--ignoreDup" "-M" "--fraction" "--byReadGroup" 
Geneid	Chr	Start	End	Strand	Length	dedup/star/Int-01_S42_L005.bam:Int-01_S42_L005	dedup/star/Int-02_S43_L005.bam:Int-02_S43_L005	dedup/star/Int-03_S44_L005.bam:Int-03_S44_L005	dedup/star/Int-04_S45_L005.bam:Int-04_S45_L005	dedup/star/Liv-01_S38_L005.bam:Liv-01_S38_L005	dedup/star/Liv-02_S39_L005.bam:Liv-02_S39_L005	dedup/star/Liv-03_S40_L005.bam:Liv-03_S40_L005	dedup/star/Liv-04_S41_L005.bam:Liv-04_S41_L005
Smp_066730	SM_V10_2;SM_V10_2	20143277;20146156	20143525;20148001	-;-	2095	100	13	61	98.50	31	83	17	70
Smp_310980	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	20175647;20175647;20175834;20175834;20175929;20175929;20176058;20176058;20176339;20176339;20179265;20179265;20182843;20182843;20183929;20183929;20188780;20188780;20191463;20192079;20192079	20175796;20175796;20175893;20175893;20176023;20176023;20176304;20176304;20176411;20176411;20180312;20180312;20183118;20183118;20184005;20184005;20188848;20188848;20191510;20193281;20193281	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3346	55	12	49	55	20.50	13	12	32
Smp_347100	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	20205820;20210186;20215918;20216235;20217222;20217389	20206719;20210297;20216195;20216312;20217356;20217621	-;-;-;-;-;-	1736	103	13	34	71.00	27	25	9	62.50
Smp_328110	SM_V10_2;SM_V10_2	20228712;20228942	20228898;20229380	+;+	626	426	83	429	722	80	373	60	185.50
Smp_328120	SM_V10_2;SM_V10_2	20235184;20237286	20235876;20241111	-;-	4519	3	0	1	1	1	4	2	1
Smp_158240	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	20250399;20253788;20255673;20255917;20256108;20256435	20251113;20254019;20255882;20256072;20256398;20256631	-;-;-;-;-;-	1801	127	17	90	129	36	49	26	57
Smp_066670	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	20256745;20260218;20260334;20260464;20260578;20260685;20260838;20262403;20263465;20265281	20260175;20260301;20260433;20260538;20260648;20260793;20260911;20262540;20263575;20265834	+;+;+;+;+;+;+;+;+;+	4747	106	16	57	123	49	59	16	87
Smp_158230	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	20269470;20273594;20277775;20285185;20290248;20293154;20297332;20300592;20301950;20304515;20306334;20307820;20309917;20312210;20316143	20269718;20273837;20278195;20285513;20290505;20293366;20297786;20300748;20302128;20304763;20306433;20307975;20310054;20312965;20316216	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3978	59	5	17	78	15	9	10	39
Smp_316720	SM_V10_2;SM_V10_2	20287375;20288179	20287527;20289739	+;+	1714	9	0	10	9	10	8	5	8
Smp_066630	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	20334539;20335706;20336303;20336469;20336658;20337022;20337193;20337404	20334795;20335918;20336432;20336624;20336987;20337161;20337368;20337577	-;-;-;-;-;-;-;-	1576	551.75	83	349	604	397.50	429.50	135.50	578
Smp_066620	SM_V10_2;SM_V10_2;SM_V10_2	20351381;20353074;20353323	20353036;20353276;20353585	+;+;+	2122	239.50	37	145.50	235	128	186	36	151.50
Smp_066610	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	20359966;20362735;20362909;20365372	20360286;20362875;20363004;20371257	-;-;-;-	6444	688	130	401.20	571.50	449	683.33	157	553
Smp_196140	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	20392593;20392895;20393839;20393928;20394050	20392855;20392919;20393892;20394005;20394285	+;+;+;+;+	656	962	155	527	815.50	488	602	182	646.50
Smp_111340	SM_V10_2;SM_V10_2;SM_V10_2	20398919;20399356;20399626	20399220;20399503;20399840	-;-;-	665	348.75	46.83	137.17	245.67	129.50	83.75	39	146.50
Smp_123040	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	20459276;20459514;20459759;20459903;20461358;20466295;20475782;20477032	20459479;20459576;20459867;20460053;20461513;20466360;20475871;20477568	+;+;+;+;+;+;+;+	1376	166.50	40	123	210	104	153	54	127
Smp_001780	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	20482290;20486622;20493128;20497667;20498143	20483380;20486905;20493291;20497824;20498327	-;-;-;-;-	1882	11	3	15	15	3	9	2	8
Smp_348250	SM_V10_2;SM_V10_2	20510629;20513242	20510761;20513510	+;+	402	1	0	0	1	0	0	0	0
Smp_123030	SM_V10_2;SM_V10_2	20522361;20523930	20523879;20524102	-;-	1692	19	7	25	40	21	17	10	24
Smp_123020	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	20536866;20538998;20541867;20564700	20538404;20540257;20541969;20565888	-;-;-;-	4091	29	5	39	56.00	19	13	14	40
Smp_123010	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	20617903;20618138;20622985;20624030;20625786;20627575;20628947;20633448;20635010;20636547;20638193;20639401;20641247;20642683;20647968;20649110	20618099;20618257;20623113;20624185;20625925;20627710;20629169;20633587;20635112;20636651;20638333;20639561;20641431;20642791;20648035;20649399	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2403	16	0	11	10	18	11	3	17
Smp_123000	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	20722487;20730777;20737878;20740374;20744993;20747662	20726018;20731154;20738218;20741197;20745351;20749281	-;-;-;-;-;-	7054	212.50	18	142.50	192.50	95	64	51	124
Smp_328130	SM_V10_2	20789993	20790585	-	593	0	0	0	0	0	0	0	0
Smp_122980	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	20838310;20840904;20845158;20849495;20852075;20856136;20857395;20860488;20864842	20838650;20841288;20845331;20849988;20852616;20856382;20857591;20862541;20866034	-;-;-;-;-;-;-;-;-	5627	11	5	10	29	11	11	5	25
Smp_213350	SM_V10_2;SM_V10_2	20869744;20871567	20870071;20872020	-;-	782	202	35	145	224	66	127	30	119
Smp_213340	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	20876454;20879349;20879457;20885260	20877435;20879407;20879633;20885325	-;-;-;-	1284	165	22	103	151	86	72	31	113
Smp_122960	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	20891997;20892144;20895212;20896432;20898591;20899189;20902226;20903700	20892110;20892245;20895379;20896553;20898716;20899372;20902727;20905057	+;+;+;+;+;+;+;+	2676	109	27	56	102	85	72	43	127
Smp_001640	SM_V10_2;SM_V10_2;SM_V10_2	20907160;20907497;20907633	20907460;20907597;20907822	-;-;-	592	217	40	158	228.50	105	228.00	26	155
Smp_122950	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	20963899;20963899;20996743;20996743;21001716;21001716;21004760;21004760;21019197;21022701;21022701;21025881;21025881	20985957;20985957;20996961;20996961;21002345;21002345;21005539;21005539;21019601;21022936;21022936;21026914;21026914	+;+;+;+;+;+;+;+;+;+;+;+;+	25363	21	2	12	26	14	6	4	15
Smp_122940	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21039849;21039954;21041149;21042935;21044460;21047216	21039919;21040139;21041457;21043135;21044520;21047523	+;+;+;+;+;+	1136	48	6	26	54	18	42	10	48
Smp_001610	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21047368;21050143;21050322;21050490;21050697	21047737;21050289;21050451;21050658;21051145	-;-;-;-;-	1265	12	0	4	26	2	3	3	9
Smp_122930	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21056474;21057219;21058847;21059826;21061473;21063662;21065465;21066056;21066906;21072431;21074301	21056789;21057347;21059170;21059954;21061739;21063735;21065561;21066200;21067006;21072639;21076265	-;-;-;-;-;-;-;-;-;-;-	3756	127	29	99.50	160.50	44	46	21	76
Smp_001590	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21077557;21083169;21083325;21083443;21083673;21085734	21078813;21083272;21083391;21083632;21083740;21085879	-;-;-;-;-;-	1832	149	25	121	129	49	86	20	100
Smp_122920	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21099049;21100460;21100602;21102151;21104253;21105529;21106537	21100422;21100568;21100663;21102298;21104503;21105624;21106782	+;+;+;+;+;+;+	2286	92.50	19.50	44	103	47.50	58.50	18	59.50
Smp_122910	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21107021;21108839;21109974;21111370;21111719;21114583;21116656;21118337;21120906;21122121;21123997;21124658;21126502;21128439;21129142;21130721;21131178;21131620;21134320;21134781;21135805;21138397;21139362;21141637;21145128;21146812;21147903;21149139;21149636;21151344;21152497;21154087;21154980;21155785;21158364;21160289;21161064;21161687;21163304;21164473;21165262;21167531;21181843	21107286;21109007;21110039;21111423;21111959;21114930;21116803;21118419;21121176;21122256;21124195;21124954;21126834;21128705;21129694;21131073;21131411;21131917;21134465;21135032;21136129;21138539;21140120;21141894;21145372;21146941;21148037;21149522;21150093;21151572;21152702;21154180;21155107;21156259;21158556;21160477;21161179;21162004;21163435;21164847;21165363;21167757;21182115	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10608	298	62	175	278	133	110	63	180.50
Smp_001560	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21204419;21206949;21207233;21207385;21207545;21210116;21212309;21213596;21214998;21216263	21204720;21207198;21207350;21207512;21207722;21210483;21212418;21213967;21215232;21216919	+;+;+;+;+;+;+;+;+;+	2718	7	1	7	7	3	3	2	16
Smp_122900	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21284008;21289559;21291425;21293963;21298839;21307000;21309234;21318581;21320532;21322317;21323307;21323400;21323469	21285956;21289816;21291511;21294109;21298911;21307084;21309369;21318648;21320591;21322675;21323367;21323430;21323633	-;-;-;-;-;-;-;-;-;-;-;-;-	3479	137	32	157	293	110	133.50	59	195
Smp_001530	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21327936;21328430;21330430;21332367;21333468;21334639;21336062;21336645;21338953;21339886;21342638;21348701;21349771	21328101;21328669;21330566;21332512;21333624;21334927;21336415;21336944;21339086;21340008;21342743;21348888;21350270	+;+;+;+;+;+;+;+;+;+;+;+;+	2840	172	35.17	132	253	82	92	58	150
Smp_122890	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21372147;21375159;21378352;21380802;21382737;21383251;21383548	21374061;21375321;21378948;21381139;21383216;21383504;21383852	-;-;-;-;-;-;-	4052	94	24	81	139	73	56	45	128
Smp_001500	SM_V10_2;SM_V10_2;SM_V10_2	21396123;21396286;21399225	21396247;21396534;21400220	+;+;+	1370	767.00	162	643	945	421	711	168	707
Smp_335980	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21425126;21488464;21492252;21499240;21503788;21505058;21508805	21426171;21488836;21492400;21499544;21503951;21505375;21509860	+;+;+;+;+;+;+	3411	29.00	5	25	52.50	13	16.50	5	32.25
Smp_328140	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21524181;21525393;21526121;21526926;21528218;21529215;21531202;21531898;21533449;21534052;21535286;21536003;21537158;21537998;21539309;21540675;21542079;21542160	21524303;21525469;21526210;21526991;21528345;21529399;21531302;21531996;21533561;21534149;21535434;21536086;21537274;21538045;21539613;21540866;21542117;21542266	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2121	26.33	13.50	9.00	45.92	13.50	22.25	9	63.75
Smp_328150	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21575130;21577093;21577821;21578626;21579918;21585322;21586751;21587275;21587413;21588939;21589542;21590511;21591228;21592383;21593726;21595423;21596763;21599102;21599183	21575379;21577169;21577910;21578691;21580045;21585506;21586851;21587355;21587511;21589051;21589639;21590659;21591311;21592499;21593773;21595727;21596954;21599140;21599290	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2330	40.50	6.50	15.83	49.42	17.83	25.08	4	46.67
Smp_337480	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21600713;21602965;21604517;21612945;21619162;21625203;21631008;21633642;21668949;21669823;21669823	21602004;21603192;21604676;21613078;21619350;21625994;21631601;21633995;21669785;21670187;21670187	-;-;-;-;-;-;-;-;-;-;-	4945	9	0	4	14	3	2	0	4
Smp_061400	SM_V10_2	21688434	21691180	+	2747	0	0	0	1	0	0	0	0
Smp_061390	SM_V10_2	21702258	21703460	-	1203	3	0	1	5	0	2	2	0
Smp_245710	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21710837;21715087;21719853;21727499;21730788;21732601;21734591;21738185;21741685;21747464;21748942;21750173;21752847;21759576;21771726;21774024;21778597;21788579;21813695;21816398;21816573;21818745	21711936;21715880;21720197;21727756;21731417;21733101;21734831;21738456;21741764;21747629;21749264;21750306;21752945;21759677;21772144;21774480;21778697;21788778;21813857;21816531;21816703;21818860	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6766	106.50	8	78	112.17	46	26	18.50	71
Smp_169030	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21831019;21837859;21844200;21853191;21854311	21831625;21838065;21844364;21853625;21855020	-;-;-;-;-	2124	151	31	94	181	57	96	31	114
Smp_086190	SM_V10_2	21860655	21862216	-	1562	179.50	44	211	354.50	91	211	49.00	140
Smp_201530	SM_V10_2	21890511	21890804	-	294	0	0	0	0	0	0	0	0
Smp_169040	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21899813;21903286;21904391;21907511;21908920;21911841;21914093;21915371;21918753;21918925;21919068;21919223;21920547	21901482;21903444;21904538;21907848;21909006;21911952;21914193;21915478;21918884;21919031;21919175;21919389;21920630	-;-;-;-;-;-;-;-;-;-;-;-;-	3321	104	20	62	116	61	68	28	87
Smp_086210	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21935453;21935824;21936054;21938159;21939864;21941992	21935795;21936013;21936194;21938267;21939947;21942437	+;+;+;+;+;+	1313	322	53	229.50	343	141	234	71	239
Smp_086220	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21963816;21965388;21965542;21965727;21965893;21969797;21969961;21970065;21970175;21970268	21963979;21965510;21965689;21965862;21966027;21969920;21970020;21970136;21970222;21970706	+;+;+;+;+;+;+;+;+;+	1449	125	14	33	72.50	25	24	6	49
Smp_169050	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	21986656;21986656;21988442;21988442;21990242;21990452;21990569;21993833;21993833	21987833;21987833;21989115;21989115;21990400;21990530;21990907;21993895;21993895	-;-;-;-;-;-;-;-;-	2492	34.57	3	24	30	11	6	10	14
Smp_311010	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22004563;22004603;22015334;22017681;22023984;22026331;22033197;22041115;22043829	22015187;22024377;22015727;22017831;22044804;22026481;22033365;22041256;22044804	+;+;+;+;+;+;+;+;+	40242	865.36	208.40	557.15	794.99	347.01	938.81	126.00	610.57
Smp_212970	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22046745;22048815;22050071;22050991;22051878;22054593;22062410;22063294	22046868;22048885;22050143;22051163;22052054;22054835;22062884;22063586	+;+;+;+;+;+;+;+	1629	377	63	314	476	218	279	91	368
Smp_086270	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22064364;22067757;22069899;22072661;22073866;22074802;22075628	22065476;22069212;22069982;22072686;22074440;22075514;22075729	-;-;-;-;-;-;-	4069	396	70.50	262	467	220	173.50	88.50	334
Smp_169070	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22089509;22090078;22090191;22090345;22090441;22092109;22092279;22102941;22103889;22108563;22110023;22113737;22114387;22114550;22115071;22117097	22089933;22090156;22090310;22090408;22090534;22092208;22092548;22103219;22104179;22108790;22110308;22114026;22114479;22114620;22115211;22117549	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3284	188	34.50	82	115.50	50	61	23	107
Smp_169090	SM_V10_2;SM_V10_2;SM_V10_2	22128243;22129471;22131120	22128305;22130141;22132014	+;+;+	1629	52	14	65	95	12	33	8	35
Smp_201520	SM_V10_2	22162041	22162361	-	321	3	0	0	0	1	0	1	5
Smp_245720	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22177559;22194987;22198120;22200267;22204000	22177803;22195215;22198263;22202261;22204557	+;+;+;+;+	3171	170.50	41	227.67	363	65	103	56.75	217.33
Smp_245740	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22206821;22208423;22211345;22212475;22214681;22217154;22221051;22222391;22224336;22225816;22227468;22233969	22207589;22209130;22211444;22212783;22214783;22217404;22221138;22222460;22224409;22225918;22227761;22234288	-;-;-;-;-;-;-;-;-;-;-;-	3189	102.50	17	72	130	62.50	46	43	83
Smp_210340	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22235075;22240304;22240719;22240836;22241091;22241234	22239312;22240636;22240799;22241052;22241198;22242817	-;-;-;-;-;-	6561	13	0	11	14	8	4	2	3
Smp_245730	SM_V10_2;SM_V10_2;SM_V10_2	22235075;22236712;22238680	22235336;22237994;22242796	-;-;-	5662	1	0	2	0	1	2	0	0
Smp_023150	SM_V10_2;SM_V10_2;SM_V10_2	22255399;22261621;22268482	22255982;22261914;22268899	-;-;-	1296	268	43	213	267	232	385	71	271
Smp_023170	SM_V10_2;SM_V10_2	22273763;22276832	22274484;22278105	+;+	1996	368	70	309	397	216	420.50	86	327
Smp_134640	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22279674;22285055;22287309;22289250;22289434;22289565;22291358	22279932;22285149;22287473;22289389;22289527;22289668;22291416	-;-;-;-;-;-;-	916	153	27.50	91	129	57	78	24	75
Smp_311050	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22310512;22312624;22313382;22317181;22318721;22325519;22335425;22337708	22310680;22312965;22313639;22317306;22318960;22325812;22336256;22338318	+;+;+;+;+;+;+;+	2872	429	88	281	469.67	187	176	75	332
Smp_134660	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22345831;22348739;22352402;22354509;22354946;22355075;22355313	22346138;22348984;22352727;22354906;22355027;22355264;22355482	-;-;-;-;-;-;-	1720	19	4	24.50	34	6	10	1	12
Smp_023230	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22355586;22355724;22355926;22361209;22362682;22369084	22355685;22355893;22356030;22361501;22362775;22370292	+;+;+;+;+;+	1971	219	40	156	238	117	185.50	46	158
Smp_333860	SM_V10_2;SM_V10_2;SM_V10_2	22370910;22381385;22386520	22371329;22381617;22387892	-;-;-	2026	2	4	5	6	1	3	0	3
Smp_023250	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22393690;22396894;22401093;22401592;22401854;22402286	22393955;22397073;22401365;22401818;22402250;22402502	-;-;-;-;-;-	1560	266	41	147	296.50	133	91	60	290.50
Smp_134670	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22407656;22408727;22412829;22415125;22416964;22418380;22421496;22425505;22426445;22428419;22436396;22437943;22439593;22442203;22444370;22445518;22446634;22447660;22448772;22454430;22457112;22458464	22407691;22408822;22412959;22415334;22417297;22418934;22421646;22425749;22426534;22428877;22436574;22438079;22439696;22442331;22444450;22445670;22446851;22448258;22448960;22454811;22457445;22459240	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5589	326.50	74.50	191.50	382	115	197.50	56	194.50
Smp_023270	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22459612;22460643;22465526;22465920;22467456;22467692;22467851	22459954;22461032;22465885;22466136;22467660;22467807;22469722	-;-;-;-;-;-;-	3503	213	29	131.50	211.50	117	71	52	148
Smp_134690	SM_V10_2;SM_V10_2;SM_V10_2	22479443;22492657;22498585	22480148;22492847;22499728	+;+;+	2041	0	0	0	4	0	0	0	0
Smp_342310	SM_V10_2;SM_V10_2	22682309;22712539	22683577;22714053	-;-	2784	6	6.50	2	8	0	0	0	2
Smp_127180	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22781337;22790854;22791061;22791336;22797842;22798770;22800525;22802389;22803839;22805633;22811393;22813992;22815421;22817515	22781453;22791029;22791300;22791772;22798020;22799047;22800973;22803294;22804149;22805695;22812072;22814590;22815521;22818106	+;+;+;+;+;+;+;+;+;+;+;+;+;+	5128	310	37	167	275	213.50	63	96	233.50
Smp_328180	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22824417;22830521;22833926;22834702;22838485;22844784	22824506;22830667;22834037;22834809;22838576;22845373	+;+;+;+;+;+	1139	211.50	29.50	109	161	107	103	46	153
Smp_127190	SM_V10_2;SM_V10_2	22870867;22909074	22871844;22912298	+;+	4203	11	3	9	16	7	5	2	10
Smp_127200	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22947681;22952903;22957602;22960114;22962733;22962958;22963098;22963305;22963466;22963660	22948250;22953058;22957729;22960408;22962920;22963065;22963268;22963429;22963623;22963795	-;-;-;-;-;-;-;-;-;-	2035	0	0	3	11.00	2	3	1	2
Smp_009520	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22974377;22976054;22976192;22976549;22978399;22981470;22982405;22987785;22988195;22989449;22992225;22993257	22974418;22976153;22976514;22976659;22978614;22981550;22982497;22987879;22988402;22989669;22992591;22993463	+;+;+;+;+;+;+;+;+;+;+;+	2064	110	17	65	99	35	57	22	79
Smp_335340	SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2;SM_V10_2	22994525;22994707;22994972;22996283;22997746;22998910	22994667;22994930;22995107;22996401;22997851;22998967	-;-;-;-;-;-	786	76	10	47	56	36	80	19	57
